"Date","Price","Open","High","Low","Vol.","Change %"
"Aug 30, 2012","19,417.5","19,556.5","19,556.5","19,403.5","-","-1.32%"
"Aug 29, 2012","19,676.5","19,768.5","19,768.5","19,673.5","-","-0.19%"
"Aug 28, 2012","19,713.5","19,649.5","19,761.5","19,645.5","-","-0.20%"
"Aug 27, 2012","19,752.5","19,923.5","19,923.5","19,667.5","-","-0.10%"
"Aug 26, 2012","19,771.5","19,771.5","19,771.5","19,771.5","-","-0.46%"
"Aug 24, 2012","19,862.5","19,930.5","19,930.5","19,811.5","-","-1.31%"
"Aug 23, 2012","20,126.5","19,986.5","20,148.5","19,940.5","-","1.35%"
"Aug 22, 2012","19,857.5","19,998.5","20,006.5","19,840.5","-","-1.38%"
"Aug 21, 2012","20,135.5","20,131.5","20,165.5","19,955.5","-","0.26%"
"Aug 20, 2012","20,083.5","20,081.5","20,132.5","19,883.5","-","-0.16%"
"Aug 17, 2012","20,115.5","20,032.5","20,171.5","20,020.5","-","0.97%"
"Aug 16, 2012","19,921.5","20,157.5","20,176.5","19,903.5","-","-0.76%"
"Aug 15, 2012","20,073.5","20,114.5","20,139.5","20,002.5","-","-0.87%"
"Aug 14, 2012","20,249.5","20,158.5","20,297.5","20,080.5","-","1.04%"
"Aug 13, 2012","20,040.5","20,183.5","20,184.5","20,007.5","-","-0.60%"
"Aug 10, 2012","20,160.5","20,174.5","20,206.5","20,026.5","-","-0.16%"
"Aug 09, 2012","20,193.5","20,134.5","20,279.5","20,115.5","-","0.73%"
"Aug 08, 2012","20,047.5","20,125.5","20,184.5","19,946.5","-","0.15%"
"Aug 07, 2012","20,016.5","19,998.5","20,089.5","19,953.5","-","0.28%"
"Aug 06, 2012","19,960.5","20,048.5","20,084.5","19,946.5","-","1.54%"
"Aug 03, 2012","19,658.5","19,447.5","19,658.5","19,383.5","-","0.14%"
"Aug 02, 2012","19,631.5","19,787.5","19,787.5","19,612.5","-","-0.83%"
"Aug 01, 2012","19,795.5","19,603.5","19,877.5","19,598.5","-","0.40%"
"Jul 31, 2012","19,717.5","19,534.5","19,818.5","19,521.5","-","1.14%"
"Jul 30, 2012","19,494.5","19,430.5","19,557.5","19,416.5","-","1.35%"
"Jul 27, 2012","19,234.5","19,173.5","19,342.5","19,121.5","-","2.21%"
"Jul 26, 2012","18,819.5","18,843.5","18,940.5","18,767.5","-","-0.18%"
"Jul 25, 2012","18,852.5","18,702.5","18,925.5","18,650.5","-","0.00%"
"Jul 24, 2012","18,852.5","18,980.5","19,102.5","18,819.5","-","-0.73%"
"Jul 23, 2012","18,990.5","19,266.5","19,271.5","18,956.5","-","-3.45%"
"Jul 20, 2012","19,669.5","19,516.5","19,673.5","19,495.5","-","0.52%"
"Jul 19, 2012","19,568.5","19,413.5","19,617.5","19,374.5","-","1.88%"
"Jul 18, 2012","19,207.5","19,432.5","19,440.5","19,114.5","-","-1.44%"
"Jul 17, 2012","19,488.5","19,103.5","19,502.5","19,101.5","-","2.11%"
"Jul 16, 2012","19,086.5","19,207.5","19,227.5","19,033.5","-","0.27%"
"Jul 13, 2012","19,035.5","19,039.5","19,167.5","19,010.5","-","0.03%"
"Jul 12, 2012","19,029.5","19,349.5","19,363.5","18,982.5","-","-1.89%"
"Jul 11, 2012","19,395.5","19,295.5","19,459.5","19,240.5","-","-0.15%"
"Jul 10, 2012","19,424.5","19,485.5","19,534.5","19,357.5","-","-0.08%"
"Jul 09, 2012","19,439.5","19,648.5","19,755.5","19,411.5","-","-1.91%"
"Jul 06, 2012","19,818.5","19,795.5","19,852.5","19,698.5","-","-0.31%"
"Jul 05, 2012","19,880.5","19,766.5","19,897.5","19,609.5","-","0.67%"
"Jul 04, 2012","19,748.5","19,789.5","19,845.5","19,683.5","-","-0.02%"
"Jul 03, 2012","19,752.5","19,657.5","19,781.5","19,619.5","-","1.57%"
"Jul 02, 2012","19,447.5","19,447.5","19,447.5","19,447.5","-","0.00%"
"Jul 01, 2012","19,447.5","19,447.5","19,447.5","19,447.5","-","0.00%"
"Jun 29, 2012","19,447.5","19,020.5","19,543.5","19,002.5","-","2.36%"
"Jun 28, 2012","18,999.5","19,321.5","19,339.5","18,965.5","-","-0.92%"
"Jun 27, 2012","19,175.5","18,952.5","19,230.5","18,916.5","-","0.72%"
"Jun 26, 2012","19,037.5","18,836.5","19,049.5","18,836.5","-","0.41%"
"Jun 25, 2012","18,960.5","18,952.5","19,084.5","18,834.5","-","-0.36%"
"Jun 22, 2012","19,028.5","18,990.5","19,099.5","18,960.5","-","-1.25%"
"Jun 21, 2012","19,268.5","19,554.5","19,557.5","19,252.5","-","-1.52%"
"Jun 20, 2012","19,566.5","19,524.5","19,593.5","19,461.5","-","1.04%"
"Jun 19, 2012","19,364.5","19,468.5","19,487.5","19,336.5","-","-0.47%"
"Jun 18, 2012","19,456.5","19,553.5","19,622.5","19,411.5","-","0.66%"
"Jun 15, 2012","19,329.5","18,883.5","19,331.5","18,845.5","-","3.04%"
"Jun 14, 2012","18,758.5","18,848.5","18,936.5","18,742.5","-","-0.92%"
"Jun 13, 2012","18,933.5","18,817.5","18,959.5","18,708.5","-","0.94%"
"Jun 12, 2012","18,756.5","18,686.5","18,857.5","18,614.5","-","-1.08%"
"Jun 11, 2012","18,961.5","18,931.5","18,968.5","18,771.5","-","3.31%"
"Jun 08, 2012","18,354.5","18,469.5","18,599.5","18,309.5","-","-0.89%"
"Jun 07, 2012","18,519.5","18,746.5","18,748.5","18,505.5","-","0.14%"
"Jun 06, 2012","18,493.5","18,274.5","18,493.5","18,221.5","-","2.13%"
"Jun 05, 2012","18,108.5","18,086.5","18,207.5","18,016.5","-","0.95%"
"Jun 04, 2012","17,938.5","18,017.5","18,062.5","17,857.5","-","-2.61%"
"Jun 01, 2012","18,419.5","18,232.5","18,527.5","18,232.5","-","-0.60%"
"May 31, 2012","18,531.5","18,147.5","18,532.5","18,122.5","-","1.20%"
"May 30, 2012","18,311.5","18,564.5","18,572.5","18,307.5","-","-2.23%"
"May 29, 2012","18,728.5","18,397.5","18,760.5","18,397.5","-","1.39%"
"May 28, 2012","18,472.5","18,344.5","18,568.5","18,338.5","-","-0.43%"
"May 25, 2012","18,551.5","18,566.5","18,703.5","18,468.5","-","0.19%"
"May 24, 2012","18,515.5","18,622.5","18,749.5","18,488.5","-","-0.40%"
"May 23, 2012","18,590.5","18,612.5","18,738.5","18,517.5","-","-1.44%"
"May 22, 2012","18,862.5","18,918.5","19,072.5","18,861.5","-","0.30%"
"May 21, 2012","18,806.5","18,737.5","18,872.5","18,692.5","-","-0.10%"
"May 18, 2012","18,825.5","18,658.5","18,843.5","18,451.5","-","-0.93%"
"May 17, 2012","19,002.5","19,192.5","19,295.5","18,972.5","-","-0.87%"
"May 16, 2012","19,168.5","19,451.5","19,464.5","19,006.5","-","-2.38%"
"May 15, 2012","19,635.5","19,433.5","19,726.5","19,424.5","-","0.57%"
"May 14, 2012","19,524.5","19,824.5","19,852.5","19,486.5","-","-1.07%"
"May 11, 2012","19,736.5","19,863.5","19,889.5","19,693.5","-","-0.91%"
"May 10, 2012","19,917.5","20,130.5","20,174.5","19,884.5","-","-1.07%"
"May 09, 2012","20,133.5","20,171.5","20,200.5","20,057.5","-","-0.68%"
"May 08, 2012","20,270.5","20,468.5","20,470.5","20,200.5","-","-0.17%"
"May 07, 2012","20,304.5","20,512.5","20,513.5","20,286.5","-","-2.81%"
"May 04, 2012","20,891.5","20,947.5","21,020.5","20,884.5","-","-0.94%"
"May 03, 2012","21,089.5","21,163.5","21,163.5","20,997.5","-","-0.44%"
"May 02, 2012","21,182.5","21,061.5","21,241.5","21,038.5","-","1.17%"
"Apr 30, 2012","20,937.5","20,663.5","20,980.5","20,662.5","-","1.89%"
"Apr 27, 2012","20,549.5","20,753.5","20,791.5","20,441.5","-","-0.69%"
"Apr 26, 2012","20,692.5","20,609.5","20,694.5","20,475.5","-","0.74%"
"Apr 25, 2012","20,541.5","20,588.5","20,613.5","20,400.5","-","0.36%"
"Apr 24, 2012","20,468.5","20,448.5","20,626.5","20,359.5","-","0.29%"
"Apr 23, 2012","20,409.5","20,817.5","20,824.5","20,388.5","-","-2.80%"
"Apr 20, 2012","20,998.5","20,888.5","21,091.5","20,879.5","-","-0.12%"
"Apr 19, 2012","21,024.5","20,714.5","21,024.5","20,714.5","-","1.23%"
"Apr 18, 2012","20,768.5","20,818.5","20,867.5","20,725.5","-","1.08%"
"Apr 17, 2012","20,547.5","20,625.5","20,647.5","20,371.5","-","-0.16%"
"Apr 16, 2012","20,579.5","20,506.5","20,641.5","20,470.5","-","-0.66%"
"Apr 13, 2012","20,716.5","20,624.5","20,721.5","20,555.5","-","1.64%"
"Apr 12, 2012","20,381.5","20,088.5","20,381.5","20,076.5","-","1.49%"
"Apr 11, 2012","20,081.5","20,086.5","20,147.5","19,998.5","-","-1.10%"
"Apr 10, 2012","20,304.5","20,350.5","20,445.5","20,267.5","-","-1.00%"
"Apr 05, 2012","20,510.5","20,380.5","20,657.5","20,366.5","-","-1.29%"
"Apr 03, 2012","20,777.5","20,638.5","20,817.5","20,545.5","-","1.58%"
"Apr 02, 2012","20,454.5","20,593.5","20,645.5","20,390.5","-","-0.20%"
"Mar 30, 2012","20,495.5","20,380.5","20,537.5","20,361.5","-","-0.22%"
"Mar 29, 2012","20,541.5","20,653.5","20,675.5","20,497.5","-","-1.71%"
"Mar 28, 2012","20,899.5","21,039.5","21,052.5","20,799.5","-","-1.22%"
"Mar 27, 2012","21,158.5","20,956.5","21,164.5","20,919.5","-","2.09%"
"Mar 26, 2012","20,725.5","20,666.5","20,790.5","20,557.5","-","0.55%"
"Mar 23, 2012","20,612.5","20,765.5","20,769.5","20,577.5","-","-1.27%"
"Mar 22, 2012","20,877.5","20,880.5","20,981.5","20,780.5","-","-0.15%"
"Mar 21, 2012","20,909.5","21,012.5","21,021.5","20,738.5","-","0.10%"
"Mar 20, 2012","20,888.5","21,132.5","21,140.5","20,756.5","-","-0.52%"
"Mar 19, 2012","20,998.5","21,478.5","21,478.5","20,996.5","-","-1.62%"
"Mar 16, 2012","21,344.5","21,287.5","21,465.5","21,260.5","-","0.15%"
"Mar 15, 2012","21,312.5","21,285.5","21,382.5","21,168.5","-","0.16%"
"Mar 14, 2012","21,277.5","21,553.5","21,670.5","21,263.5","-","-0.01%"
"Mar 13, 2012","21,280.5","21,308.5","21,411.5","21,242.5","-","0.73%"
"Mar 12, 2012","21,125.5","21,034.5","21,140.5","20,855.5","-","0.32%"
"Mar 09, 2012","21,057.5","20,858.5","21,151.5","20,814.5","-","1.06%"
"Mar 08, 2012","20,837.5","20,632.5","20,863.5","20,596.5","-","1.31%"
"Mar 07, 2012","20,567.5","20,485.5","20,674.5","20,485.5","-","-0.59%"
"Mar 06, 2012","20,690.5","21,112.5","21,144.5","20,689.5","-","-2.16%"
"Mar 05, 2012","21,147.5","21,463.5","21,531.5","21,121.5","-","-1.80%"
"Mar 02, 2012","21,535.5","21,531.5","21,591.5","21,486.5","-","1.01%"
"Mar 01, 2012","21,320.5","21,476.5","21,618.5","21,276.5","-","-1.53%"
"Feb 29, 2012","21,651.5","21,597.5","21,697.5","21,476.5","-","0.70%"
"Feb 28, 2012","21,501.5","21,218.5","21,570.5","21,203.5","-","1.58%"
"Feb 27, 2012","21,166.5","21,356.5","21,573.5","21,003.5","-","-1.18%"
"Feb 24, 2012","21,418.5","21,497.5","21,498.5","21,301.5","-","0.14%"
"Feb 23, 2012","21,387.5","21,360.5","21,451.5","21,321.5","-","-0.48%"
"Feb 22, 2012","21,490.5","21,331.5","21,572.5","21,268.5","-","0.28%"
"Feb 21, 2012","21,430.5","21,425.5","21,495.5","21,216.5","-","0.32%"
"Feb 20, 2012","21,362.5","21,736.5","21,763.5","21,358.5","-","-0.39%"
"Feb 17, 2012","21,446.5","21,522.5","21,571.5","21,413.5","-","1.07%"
"Feb 16, 2012","21,220.5","21,237.5","21,329.5","21,184.5","-","-0.92%"
"Feb 15, 2012","21,417.5","21,009.5","21,442.5","20,930.5","-","2.12%"
"Feb 14, 2012","20,972.5","20,850.5","20,978.5","20,812.5","-","0.38%"
"Feb 13, 2012","20,893.5","20,775.5","21,006.5","20,711.5","-","0.45%"
"Feb 10, 2012","20,800.5","20,990.5","20,994.5","20,703.5","-","-0.73%"
"Feb 09, 2012","20,954.5","20,965.5","21,088.5","20,794.5","-","-0.79%"
"Feb 08, 2012","21,120.5","20,844.5","21,128.5","20,767.5","-","1.62%"
"Feb 07, 2012","20,784.5","20,832.5","20,919.5","20,677.5","-","0.58%"
"Feb 06, 2012","20,665.5","20,998.5","21,002.5","20,656.5","-","-0.44%"
"Feb 03, 2012","20,756.5","20,716.5","20,814.5","20,653.5","-","-0.06%"
"Feb 02, 2012","20,769.5","20,655.5","20,777.5","20,593.5","-","1.92%"
"Feb 01, 2012","20,378.5","20,361.5","20,565.5","20,292.5","-","0.10%"
"Jan 31, 2012","20,358.5","20,353.5","20,511.5","20,265.5","-","0.49%"
"Jan 30, 2012","20,258.5","20,511.5","20,520.5","20,173.5","-","-1.64%"
"Jan 27, 2012","20,595.5","20,384.5","20,602.5","20,370.5","-","0.89%"
"Jan 26, 2012","20,414.5","20,496.5","20,496.5","20,318.5","-","1.03%"
"Jan 20, 2012","20,206.5","20,074.5","20,206.5","19,949.5","-","1.30%"
"Jan 19, 2012","19,946.5","19,769.5","19,975.5","19,769.5","-","1.78%"
"Jan 18, 2012","19,597.5","19,652.5","19,746.5","19,597.5","-","-0.49%"
"Jan 17, 2012","19,693.5","19,152.5","19,693.5","19,146.5","-","3.49%"
"Jan 16, 2012","19,029.5","19,021.5","19,060.5","18,973.5","-","-1.28%"
"Jan 13, 2012","19,276.5","19,262.5","19,276.5","19,066.5","-","0.91%"
"Jan 12, 2012","19,103.5","19,122.5","19,281.5","19,073.5","-","-0.30%"
"Jan 11, 2012","19,161.5","19,046.5","19,189.5","18,964.5","-","0.88%"
"Jan 10, 2012","18,994.5","19,040.5","19,114.5","18,874.5","-","0.36%"
"Jan 09, 2012","18,925.5","18,581.5","18,925.5","18,268.5","-","1.62%"
"Jan 06, 2012","18,624.5","18,767.5","18,767.5","18,473.5","-","-0.96%"
"Jan 05, 2012","18,804.5","18,763.5","18,836.5","18,725.5","-","0.07%"
"Jan 04, 2012","18,791.5","18,876.5","18,917.5","18,696.5","-","-0.13%"
"Jan 03, 2012","18,815.5","18,832.5","18,879.5","18,730.5","-","1.95%"
"Jan 02, 2012","18,455.5","18,455.5","18,455.5","18,455.5","-","0.03%"
"Dec 30, 2011","18,450.5","18,468.5","18,488.5","18,361.5","-","0.81%"
"Dec 29, 2011","18,302.5","18,257.5","18,386.5","18,256.5","-","-0.58%"
"Dec 28, 2011","18,409.5","18,587.5","18,593.5","18,409.5","-","-0.97%"
"Dec 26, 2011","18,589.5","18,589.5","18,589.5","18,589.5","-","0.00%"
"Dec 25, 2011","18,589.5","18,589.5","18,589.5","18,589.5","-","-0.13%"
"Dec 23, 2011","18,613.5","18,602.5","18,642.5","18,565.5","-","1.05%"
"Dec 22, 2011","18,419.5","18,305.5","18,419.5","18,229.5","-","0.01%"
"Dec 21, 2011","18,417.5","18,462.5","18,506.5","18,270.5","-","2.36%"
"Dec 20, 2011","17,992.5","18,032.5","18,286.5","17,968.5","-","-0.44%"
"Dec 19, 2011","18,072.5","17,990.5","18,100.5","17,777.5","-","-1.12%"
"Dec 16, 2011","18,276.5","17,971.5","18,393.5","17,971.5","-","1.74%"
"Dec 15, 2011","17,964.5","18,067.5","18,117.5","17,856.5","-","-1.73%"
"Dec 14, 2011","18,281.5","18,330.5","18,470.5","18,252.5","-","-0.77%"
"Dec 13, 2011","18,422.5","18,346.5","18,480.5","18,264.5","-","-0.45%"
"Dec 12, 2011","18,506.5","18,894.5","18,923.5","18,477.5","-","-0.20%"
"Dec 11, 2011","18,544.5","18,544.5","18,544.5","18,544.5","-","-0.01%"
"Dec 09, 2011","18,546.5","18,695.5","18,818.5","18,465.5","-","-2.90%"
"Dec 08, 2011","19,100.5","19,112.5","19,164.5","18,940.5","-","-0.37%"
"Dec 07, 2011","19,171.5","19,073.5","19,266.5","18,983.5","-","0.74%"
"Dec 06, 2011","19,030.5","19,000.5","19,030.5","18,787.5","-","-0.29%"
"Dec 05, 2011","19,085.5","19,112.5","19,187.5","18,956.5","-","-0.58%"
"Dec 02, 2011","19,196.5","19,011.5","19,196.5","18,884.5","-","1.43%"
"Dec 01, 2011","18,925.5","19,031.5","19,040.5","18,869.5","-","4.66%"
"Nov 30, 2011","18,083.5","18,160.5","18,160.5","17,820.5","-","-0.19%"
"Nov 29, 2011","18,118.5","18,150.5","18,358.5","18,013.5","-","0.71%"
"Nov 28, 2011","17,990.5","18,064.5","18,084.5","17,924.5","-","1.98%"
"Nov 25, 2011","17,640.5","17,605.5","17,826.5","17,570.5","-","-1.29%"
"Nov 24, 2011","17,871.5","17,657.5","17,990.5","17,611.5","-","0.29%"
"Nov 23, 2011","17,819.5","17,916.5","17,959.5","17,792.5","-","-1.97%"
"Nov 22, 2011","18,178.5","18,076.5","18,337.5","17,968.5","-","0.33%"
"Nov 21, 2011","18,118.5","18,171.5","18,272.5","18,006.5","-","-1.82%"
"Nov 18, 2011","18,453.5","18,463.5","18,501.5","18,339.5","-","-2.19%"
"Nov 17, 2011","18,866.5","18,537.5","18,919.5","18,535.5","-","-0.11%"
"Nov 16, 2011","18,886.5","19,407.5","19,445.5","18,710.5","-","-2.24%"
"Nov 15, 2011","19,319.5","19,361.5","19,397.5","19,196.5","-","-1.04%"
"Nov 14, 2011","19,522.5","19,593.5","19,662.5","19,491.5","-","2.43%"
"Nov 11, 2011","19,058.5","19,129.5","19,184.5","18,977.5","-","0.09%"
"Nov 10, 2011","19,040.5","19,077.5","19,189.5","18,886.5","-","-4.52%"
"Nov 09, 2011","19,942.5","20,048.5","20,164.5","19,910.5","-","0.74%"
"Nov 08, 2011","19,795.5","19,769.5","19,909.5","19,605.5","-","1.05%"
"Nov 07, 2011","19,589.5","19,901.5","19,961.5","19,589.5","-","-1.43%"
"Nov 04, 2011","19,874.5","19,829.5","19,972.5","19,742.5","-","3.06%"
"Nov 03, 2011","19,284.5","19,447.5","19,513.5","19,068.5","-","-2.35%"
"Nov 02, 2011","19,748.5","19,124.5","19,782.5","18,985.5","-","2.29%"
"Nov 01, 2011","19,306.5","19,425.5","19,685.5","19,247.5","-","-2.41%"
"Oct 31, 2011","19,782.5","20,008.5","20,137.5","19,670.5","-","-1.62%"
"Oct 28, 2011","20,108.5","20,068.5","20,202.5","19,936.5","-","1.87%"
"Oct 27, 2011","19,738.5","19,059.5","19,738.5","18,934.5","-","3.86%"
"Oct 26, 2011","19,005.5","18,689.5","19,088.5","18,683.5","-","0.12%"
"Oct 25, 2011","18,982.5","18,797.5","18,982.5","18,729.5","-","0.84%"
"Oct 24, 2011","18,823.5","18,297.5","18,823.5","18,297.5","-","4.68%"
"Oct 21, 2011","17,981.5","18,064.5","18,091.5","17,920.5","-","-0.34%"
"Oct 20, 2011","18,043.5","18,164.5","18,172.5","17,757.5","-","-1.36%"
"Oct 19, 2011","18,292.5","18,369.5","18,433.5","18,183.5","-","0.80%"
"Oct 18, 2011","18,147.5","18,367.5","18,421.5","17,934.5","-","-3.59%"
"Oct 17, 2011","18,822.5","18,833.5","18,898.5","18,643.5","-","2.15%"
"Oct 14, 2011","18,425.5","18,621.5","18,662.5","18,336.5","-","-1.00%"
"Oct 13, 2011","18,612.5","18,630.5","18,743.5","18,383.5","-","0.91%"
"Oct 12, 2011","18,445.5","17,886.5","18,445.5","17,768.5","-","2.52%"
"Oct 11, 2011","17,991.5","18,383.5","18,423.5","17,991.5","-","1.52%"
"Oct 10, 2011","17,721.5","17,854.5","17,901.5","17,389.5","-","0.37%"
"Oct 07, 2011","17,655.5","17,415.5","17,774.5","17,403.5","-","2.54%"
"Oct 06, 2011","17,217.5","16,912.5","17,217.5","16,824.5","-","5.79%"
"Oct 04, 2011","16,274.5","16,663.5","16,855.5","16,147.5","-","-3.58%"
"Oct 03, 2011","16,879.5","16,970.5","17,091.5","16,719.5","-","-3.07%"
"Sep 30, 2011","17,413.5","17,936.5","17,936.5","17,413.5","-","-2.93%"
"Sep 29, 2011","17,938.5","17,938.5","17,938.5","17,938.5","-","0.02%"
"Sep 28, 2011","17,934.5","17,912.5","18,062.5","17,811.5","-","-0.59%"
"Sep 27, 2011","18,041.5","17,827.5","18,102.5","17,753.5","-","3.49%"
"Sep 26, 2011","17,433.5","17,632.5","17,736.5","16,995.5","-","-1.86%"
"Sep 23, 2011","17,764.5","17,554.5","17,824.5","17,377.5","-","-0.33%"
"Sep 22, 2011","17,822.5","18,190.5","18,261.5","17,765.5","-","-4.92%"
"Sep 21, 2011","18,745.5","18,878.5","19,033.5","18,681.5","-","-1.44%"
"Sep 20, 2011","19,018.5","19,032.5","19,076.5","18,729.5","-","0.58%"
"Sep 19, 2011","18,908.5","19,239.5","19,269.5","18,841.5","-","-2.16%"
"Sep 16, 2011","19,325.5","19,525.5","19,667.5","19,325.5","-","0.56%"
"Sep 15, 2011","19,218.5","19,212.5","19,267.5","18,892.5","-","1.23%"
"Sep 14, 2011","18,984.5","19,255.5","19,271.5","18,601.5","-","-0.03%"
"Sep 12, 2011","18,989.5","19,205.5","19,253.5","18,929.5","-","-3.73%"
"Sep 09, 2011","19,725.5","19,861.5","20,068.5","19,725.5","-","-0.78%"
"Sep 08, 2011","19,880.5","20,131.5","20,136.5","19,731.5","-","-0.51%"
"Sep 07, 2011","19,982.5","19,831.5","20,004.5","19,706.5","-","1.52%"
"Sep 06, 2011","19,683.5","19,252.5","19,789.5","19,176.5","-","0.75%"
"Sep 05, 2011","19,537.5","19,750.5","19,752.5","19,443.5","-","-2.67%"
"Sep 02, 2011","20,073.5","20,333.5","20,439.5","20,042.5","-","-1.58%"
"Sep 01, 2011","20,396.5","20,601.5","20,923.5","20,396.5","-","-0.34%"
"Aug 31, 2011","20,465.5","20,183.5","20,465.5","20,048.5","-","1.83%"
"Aug 30, 2011","20,097.5","20,035.5","20,241.5","19,943.5","-","1.84%"
"Aug 29, 2011","19,733.5","19,812.5","19,917.5","19,698.5","-","0.92%"
"Aug 26, 2011","19,554.5","19,776.5","19,929.5","19,517.5","-","-1.10%"
"Aug 25, 2011","19,771.5","19,734.5","19,784.5","19,624.5","-","1.89%"
"Aug 24, 2011","19,405.5","19,927.5","19,935.5","19,405.5","-","-2.13%"
"Aug 23, 2011","19,828.5","19,422.5","19,858.5","19,353.5","-","1.73%"
"Aug 22, 2011","19,491.5","19,242.5","19,623.5","19,000.5","-","0.94%"
"Aug 19, 2011","19,310.5","19,401.5","19,559.5","19,239.5","-","-3.23%"
"Aug 18, 2011","19,954.5","20,126.5","20,275.5","19,893.5","-","-1.05%"
"Aug 17, 2011","20,166.5","20,286.5","20,465.5","20,134.5","-","0.31%"
"Aug 16, 2011","20,104.5","20,232.5","20,352.5","20,042.5","-","-0.33%"
"Aug 15, 2011","20,170.5","19,895.5","20,203.5","19,833.5","-","3.36%"
"Aug 12, 2011","19,515.5","19,687.5","19,861.5","19,485.5","-","0.47%"
"Aug 11, 2011","19,424.5","19,297.5","19,677.5","19,209.5","-","-1.02%"
"Aug 10, 2011","19,625.5","19,989.5","20,009.5","19,483.5","-","1.03%"
"Aug 09, 2011","19,425.5","19,038.5","20,109.5","18,790.5","-","-4.72%"
"Aug 08, 2011","20,388.5","20,284.5","20,511.5","19,969.5","-","-1.73%"
"Aug 05, 2011","20,746.5","20,780.5","20,941.5","20,559.5","-","-4.45%"
"Aug 04, 2011","21,712.5","22,002.5","22,027.5","21,647.5","-","-1.05%"
"Aug 03, 2011","21,942.5","21,955.5","21,982.5","21,828.5","-","-1.96%"
"Aug 02, 2011","22,381.5","22,506.5","22,584.5","22,303.5","-","-1.32%"
"Aug 01, 2011","22,680.5","22,665.5","22,839.5","22,644.5","-","1.45%"
"Jul 29, 2011","22,355.5","22,493.5","22,593.5","22,262.5","-","-1.07%"
"Jul 28, 2011","22,597.5","22,262.5","22,597.5","22,184.5","-","0.40%"
"Jul 27, 2011","22,506.5","22,409.5","22,610.5","22,404.5","-","-0.05%"
"Jul 26, 2011","22,518.5","22,259.5","22,552.5","22,225.5","-","1.05%"
"Jul 25, 2011","22,285.5","22,287.5","22,317.5","22,182.5","-","-0.89%"
"Jul 22, 2011","22,485.5","22,217.5","22,485.5","22,208.5","-","2.28%"
"Jul 21, 2011","21,984.5","22,063.5","22,120.5","21,848.5","-","0.01%"
"Jul 20, 2011","21,982.5","22,145.5","22,167.5","21,874.5","-","0.57%"
"Jul 19, 2011","21,857.5","21,775.5","21,924.5","21,602.5","-","0.30%"
"Jul 18, 2011","21,792.5","21,744.5","22,037.5","21,711.5","-","-0.35%"
"Jul 15, 2011","21,869.5","21,876.5","21,984.5","21,772.5","-","-0.58%"
"Jul 14, 2011","21,997.5","21,963.5","21,997.5","21,728.5","-","0.36%"
"Jul 13, 2011","21,918.5","21,766.5","21,952.5","21,696.5","-","1.53%"
"Jul 12, 2011","21,588.5","22,085.5","22,104.5","21,554.5","-","-3.40%"
"Jul 11, 2011","22,348.5","22,606.5","22,621.5","22,314.5","-","-2.01%"
"Jul 08, 2011","22,807.5","22,735.5","22,879.5","22,700.5","-","1.10%"
"Jul 07, 2011","22,559.5","22,589.5","22,748.5","22,524.5","-","0.34%"
"Jul 06, 2011","22,482.5","22,698.5","22,776.5","22,482.5","-","-1.30%"
"Jul 05, 2011","22,779.5","22,887.5","22,891.5","22,743.5","-","-0.32%"
"Jul 04, 2011","22,852.5","22,881.5","22,899.5","22,744.5","-","1.90%"
"Jul 01, 2011","22,426.5","22,426.5","22,426.5","22,426.5","-","0.04%"
"Jun 30, 2011","22,417.5","22,205.5","22,483.5","22,173.5","-","1.39%"
"Jun 29, 2011","22,109.5","22,264.5","22,275.5","22,006.5","-","0.48%"
"Jun 28, 2011","22,004.5","22,112.5","22,216.5","21,933.5","-","-0.07%"
"Jun 27, 2011","22,019.5","21,881.5","22,091.5","21,854.5","-","-0.54%"
"Jun 24, 2011","22,138.5","21,806.5","22,172.5","21,761.5","-","1.98%"
"Jun 23, 2011","21,709.5","21,774.5","21,918.5","21,617.5","-","-0.60%"
"Jun 22, 2011","21,840.5","21,992.5","22,044.5","21,806.5","-","0.04%"
"Jun 21, 2011","21,831.5","21,784.5","21,868.5","21,655.5","-","0.96%"
"Jun 20, 2011","21,623.5","21,704.5","21,872.5","21,487.5","-","-0.03%"
"Jun 17, 2011","21,629.5","21,962.5","21,983.5","21,598.5","-","-1.42%"
"Jun 16, 2011","21,940.5","22,043.5","22,076.5","21,866.5","-","-1.32%"
"Jun 15, 2011","22,233.5","22,512.5","22,538.5","22,233.5","-","-1.13%"
"Jun 14, 2011","22,488.5","22,279.5","22,615.5","22,243.5","-","0.29%"
"Jun 13, 2011","22,424.5","22,107.5","22,458.5","22,086.5","-","0.59%"
"Jun 10, 2011","22,293.5","22,561.5","22,598.5","22,217.5","-","-0.93%"
"Jun 09, 2011","22,503.5","22,553.5","22,602.5","22,291.5","-","-0.24%"
"Jun 08, 2011","22,558.5","22,736.5","22,736.5","22,524.5","-","-1.20%"
"Jun 07, 2011","22,832.5","22,737.5","22,902.5","22,684.5","-","-0.46%"
"Jun 03, 2011","22,937.5","23,206.5","23,232.5","22,865.5","-","-0.98%"
"Jun 02, 2011","23,164.5","23,170.5","23,247.5","23,129.5","-","-1.48%"
"Jun 01, 2011","23,511.5","23,570.5","23,595.5","23,473.5","-","-0.11%"
"May 31, 2011","23,536.5","23,244.5","23,613.5","23,242.5","-","1.87%"
"May 30, 2011","23,103.5","22,970.5","23,134.5","22,944.5","-","-0.22%"
